Wall time,Step,Value
1686763976.6658878,0,6.161366939544678
1686763986.9890382,1,6.117444038391113
1686763997.3324704,2,5.760756969451904
1686764007.6643126,3,5.790736675262451
1686764018.1532037,4,5.495516777038574
1686764028.5772357,5,3.9655113220214844
1686764039.0529647,6,3.9125823974609375
1686764049.5256274,7,2.8871827125549316
1686764060.0964997,8,2.950205087661743
1686764070.5724092,9,2.4925527572631836
1686764081.000311,10,1.5797189474105835
1686764091.4220676,11,1.70879065990448
1686764102.0705101,12,1.6545616388320923
1686764112.633781,13,1.548334002494812
1686764123.059043,14,1.4119226932525635
1686764133.514673,15,1.1608734130859375
1686764143.896054,16,1.0911682844161987
1686764154.2607079,17,1.1227937936782837
1686764164.5608745,18,1.0488563776016235
1686764174.95053,19,1.1912956237792969
1686764185.2759907,20,1.0241366624832153
1686764195.6299417,21,1.306626558303833
1686764205.947659,22,1.2567534446716309
1686764216.3034682,23,1.325753092765808
1686764226.6552663,24,1.021741271018982
1686764236.9973884,25,1.1039093732833862
1686764247.2728558,26,1.2371094226837158
1686764257.6812863,27,1.1931604146957397
1686764268.1317472,28,1.0298534631729126
1686764278.55079,29,1.3851633071899414
1686764288.99689,30,0.8964263796806335
1686764299.6111228,31,1.0170700550079346
1686764310.2631972,32,1.069177508354187
1686764320.6295195,33,1.1828687191009521
1686764331.0464232,34,1.1069506406784058
1686764341.4833302,35,1.2988165616989136
1686764351.9109955,36,1.0933663845062256
1686764362.2440727,37,0.9248415231704712
1686764372.551745,38,0.9649400115013123
1686764382.8080618,39,1.0673446655273438
1686764393.164987,40,1.1385456323623657
1686764403.5810964,41,0.7473131418228149
1686764414.1407142,42,1.301078200340271
1686764424.4879892,43,1.2871538400650024
1686764434.7817044,44,1.2235280275344849
1686764445.228074,45,1.1879637241363525
1686764455.5759356,46,1.1660511493682861
1686764465.9554718,47,0.8853759765625
1686764476.2425704,48,1.3645107746124268
1686764486.7186816,49,1.3205374479293823
1686764497.2477221,50,1.1692485809326172
1686764507.875078,51,1.0689207315444946
1686764518.3593931,52,1.0000591278076172
1686764528.9027772,53,1.308524489402771
1686764539.4371011,54,1.0327032804489136
1686764549.8779123,55,1.4610636234283447
1686764560.2612705,56,1.17019784450531
1686764570.8770273,57,1.1235716342926025
1686764581.2242303,58,1.2595480680465698
1686764591.6132216,59,1.153516173362732
1686764601.9575732,60,1.2113583087921143
1686764612.435777,61,1.393542766571045
1686764622.80784,62,1.0819233655929565
1686764633.2031565,63,1.5722579956054688
1686764643.5195818,64,1.1256603002548218
1686764653.9075637,65,1.1908326148986816
1686764664.5348783,66,1.2452001571655273
1686764674.9232714,67,1.0834711790084839
1686764685.5338933,68,0.9278435111045837
1686764695.8529568,69,1.0948071479797363
1686764706.3489742,70,0.9629444479942322
1686764716.911518,71,1.1897181272506714
1686764727.3860338,72,1.0610240697860718
1686764737.909916,73,1.3402353525161743
1686764748.3712754,74,1.3049129247665405
1686764758.8803036,75,0.864787220954895
1686764769.298355,76,1.0114339590072632
1686764779.7505713,77,1.0449424982070923
1686764790.2841861,78,0.9498106241226196
1686764800.6828613,79,1.2325586080551147
1686764811.022646,80,1.2832978963851929
1686764821.4658253,81,0.9875853657722473
1686764831.6877692,82,1.0482292175292969
1686764842.2488956,83,1.1356945037841797
1686764852.5592284,84,1.1740052700042725
1686764862.7843423,85,1.1186392307281494
1686764873.1894288,86,1.0249135494232178
1686764883.5955007,87,0.872623860836029
1686764893.9510643,88,1.011630892753601
1686764904.313574,89,1.0848242044448853
1686764914.6217997,90,1.1015702486038208
1686764925.014677,91,1.1770843267440796
