Wall time,Step,Value
1686494386.5928497,20,164.022216796875
1686494545.930655,40,164.10000610351562
1686494707.7209053,60,165.15554809570312
1686494866.2651937,80,164.43333435058594
1686495022.4846203,100,163.95555114746094
1686495173.988249,120,164.88888549804688
1686495323.6764777,140,164.65554809570312
1686495474.660964,160,164.12222290039062
1686495625.248152,180,162.9888916015625
1686495779.628096,200,163.6666717529297
1686495952.135073,220,164.15554809570312
1686496119.0972989,240,164.2111053466797
1686496282.3365626,260,165.15554809570312
1686496441.4621797,280,163.42222595214844
1686496600.3419902,300,161.8111114501953
1686496774.1814542,320,161.8000030517578
1686496937.3078701,340,160.6666717529297
1686497102.8175278,360,159.477783203125
1686497263.0944483,380,160.3000030517578
1686497426.848602,400,157.022216796875
1686497584.8376074,420,158.3333282470703
1686497739.407032,440,159.3111114501953
1686497897.1137614,460,158.6999969482422
1686498062.5225928,480,158.56666564941406
1686498242.600151,500,158.22222900390625
1686498403.4688635,520,157.14443969726562
1686498563.9352179,540,156.44444274902344
1686498728.4319942,560,155.88888549804688
1686498892.2334673,580,157.6888885498047
1686499055.9904609,600,158.13333129882812
1686499215.6859176,620,157.8333282470703
1686499378.487255,640,158.46665954589844
1686499542.4533088,660,156.74444580078125
1686499698.691733,680,157.88888549804688
1686499857.288289,700,158.05555725097656
1686500043.5326061,720,156.8111114501953
1686500223.3988101,740,157.14443969726562
1686500413.5177507,760,156.22222900390625
1686500605.4675918,780,157.74444580078125
1686500792.561168,800,155.75555419921875
1686500980.7965565,820,155.7888946533203
1686501168.377224,840,156.63333129882812
1686501354.8722892,860,155.58888244628906
1686501542.215323,880,156.04444885253906
1686501730.6465414,900,157.6777801513672
1686501913.5425391,920,155.75555419921875
1686502099.8555348,940,155.22222900390625
1686502278.380313,960,155.27777099609375
1686502453.2249677,980,154.5
1686502629.6952124,1000,155.63333129882812
1686502804.603515,1020,155.74444580078125
1686502977.7793224,1040,155.58888244628906
1686503151.284031,1060,154.85556030273438
1686503323.750347,1080,156.55555725097656
1686503496.572289,1100,155.86666870117188
1686503670.6977832,1120,155.6666717529297
1686503844.5196435,1140,155.7111053466797
1686504017.4238417,1160,155.41111755371094
1686504189.5520158,1180,156.23333740234375
1686504362.2925081,1200,155.8000030517578
1686504534.096576,1220,155.92222595214844
1686504707.362991,1240,155.24444580078125
1686504882.1227975,1260,154.7888946533203
1686505055.045457,1280,155.77777099609375
1686505227.7097373,1300,155.87777709960938
1686505400.6463473,1320,155.26666259765625
1686505573.1843667,1340,155.8111114501953
1686505745.50481,1360,157.07777404785156
1686505932.1266189,1380,157.35556030273438
1686506114.6636705,1400,156.62222290039062
1686506287.9275563,1420,155.8333282470703
1686506461.6529646,1440,155.84445190429688
1686506634.3064213,1460,155.8000030517578
1686506806.948763,1480,155.5
1686506980.8750503,1500,154.8333282470703
1686507154.1713798,1520,154.86666870117188
1686507328.6099484,1540,155.46665954589844
1686507503.4021046,1560,155.3111114501953
1686507676.4669476,1580,155.88888549804688
1686507849.228441,1600,155.44444274902344
1686508022.1666944,1620,155.06666564941406
1686508196.2954903,1640,155.5111083984375
1686508370.5158086,1660,154.23333740234375
1686508545.1848936,1680,155.13333129882812
1686508718.4328256,1700,154.38888549804688
1686508891.4375658,1720,153.61111450195312
1686509064.4851708,1740,153.62222290039062
1686509238.3167493,1760,153.77777099609375
1686509412.802408,1780,153.15554809570312
1686509587.0297768,1800,153.72222900390625
1686509760.7234797,1820,153.92222595214844
1686509933.300676,1840,153.3222198486328
1686510106.1509452,1860,153.7888946533203
1686510279.354056,1880,153.1666717529297
1686510453.6004498,1900,153.45555114746094
1686510628.5609248,1920,153.2111053466797
1686510802.8439155,1940,152.87777709960938
1686510979.6857526,1960,153.25555419921875
