Wall time,Step,Value
1686675993.2220986,20,102.0
1686676139.14634,40,102.46666717529297
1686676288.224401,60,102.32221984863281
1686676435.1068754,80,100.21111297607422
1686676586.442039,100,95.46666717529297
1686676735.7191703,120,95.83333587646484
1686676885.8124974,140,95.69999694824219
1686677035.4735878,160,95.82221984863281
1686677185.0136247,180,95.76667022705078
1686677335.5903203,200,95.63333129882812
1686677485.4824333,220,95.54444122314453
1686677636.581258,240,95.68888854980469
1686677785.0962374,260,95.64444732666016
1686677936.4057748,280,95.64444732666016
1686678084.8553367,300,95.46666717529297
1686678235.9713602,320,95.31111145019531
1686678385.4216516,340,95.32221984863281
1686678535.2977035,360,95.34444427490234
1686678685.484148,380,95.53333282470703
1686678835.1648204,400,95.55555725097656
1686678986.3704698,420,95.34444427490234
1686679135.4980586,440,95.5111083984375
1686679287.1566238,460,95.43333435058594
1686679435.6955945,480,95.38888549804688
1686679587.1388135,500,95.35555267333984
1686679735.5795486,520,95.45555877685547
1686679886.5536208,540,95.5999984741211
1686680036.1577644,560,95.30000305175781
1686680185.7215302,580,98.36666870117188
1686680334.890269,600,95.47777557373047
1686680485.0830064,620,95.62222290039062
1686680636.171049,640,95.45555877685547
1686680786.123407,660,95.4888916015625
1686680937.455034,680,95.68888854980469
1686681086.3785992,700,95.5
1686681237.1218717,720,95.62222290039062
1686681386.0161483,740,95.64444732666016
1686681537.6875386,760,95.37777709960938
1686681686.0433981,780,95.4000015258789
1686681836.8554366,800,95.30000305175781
1686681986.7139328,820,95.22222137451172
1686682137.443951,840,95.21111297607422
1686682287.9837742,860,95.42222595214844
1686682437.9742222,880,95.33333587646484
1686682588.7841868,900,95.38888549804688
1686682738.268957,920,95.42222595214844
1686682889.872448,940,95.36666870117188
1686683038.834437,960,95.33333587646484
1686683190.3596013,980,95.57777404785156
1686683339.272032,1000,95.19999694824219
1686683489.831646,1020,95.24444580078125
1686683639.7458732,1040,95.23332977294922
1686683789.9135299,1060,95.15555572509766
1686683940.0568535,1080,95.16666412353516
1686684089.741075,1100,95.23332977294922
1686684240.6135883,1120,95.18888854980469
1686684389.8796713,1140,95.22222137451172
1686684541.0539927,1160,95.17778015136719
1686684689.6254108,1180,95.21111297607422
1686684840.2092316,1200,95.15555572509766
1686684988.7555323,1220,95.19999694824219
1686685139.786905,1240,95.17778015136719
1686685289.2824247,1260,95.18888854980469
1686685439.375168,1280,95.24444580078125
1686685589.6972358,1300,95.30000305175781
1686685739.3563716,1320,95.26667022705078
1686685890.7745347,1340,95.44444274902344
1686686039.5226762,1360,95.33333587646484
1686686190.3501499,1380,95.33333587646484
1686686338.9273636,1400,95.33333587646484
1686686490.0930529,1420,95.23332977294922
1686686615.7180321,1440,95.33333587646484
1686686741.5773368,1460,95.33333587646484
1686686866.744493,1480,95.33333587646484
1686686992.102303,1500,95.33333587646484
1686687117.0824046,1520,95.33333587646484
1686687242.283938,1540,95.33333587646484
1686687367.6096773,1560,95.33333587646484
