Wall time,Step,Value
1686667030.8167386,20,99.2874984741211
1686667298.327962,40,98.89791870117188
1686667574.1832128,60,92.86042022705078
1686667849.8085563,80,92.61666870117188
1686668125.6731615,100,92.33333587646484
1686668401.8816154,120,92.16874694824219
1686668679.9174516,140,92.21041870117188
1686668956.5620048,160,92.35208129882812
1686669234.0354376,180,92.16666412353516
1686669511.20602,200,92.26875305175781
1686669787.380146,220,92.31666564941406
1686670064.755253,240,92.31666564941406
1686670341.9292681,260,92.31041717529297
1686670619.1785998,280,92.33125305175781
1686670894.6895561,300,92.3187484741211
1686671172.2507102,320,92.30416870117188
1686671449.0547614,340,92.28958129882812
1686671726.147445,360,92.32291412353516
1686672003.4929063,380,92.35624694824219
1686672280.324377,400,92.34791564941406
1686672557.9053848,420,92.34791564941406
1686672835.5290926,440,92.37708282470703
1686673112.5840607,460,92.375
1686673391.001774,480,92.32291412353516
1686673669.2900846,500,92.26249694824219
1686673946.4959977,520,92.25
1686674224.5490072,540,92.23124694824219
1686674501.238524,560,92.21666717529297
1686674778.3763742,580,92.23750305175781
1686675055.8762326,600,92.23332977294922
1686675331.4554722,620,92.29166412353516
1686675607.857673,640,92.1875
1686675874.6316037,660,92.22291564941406
1686676150.79816,680,92.26667022705078
1686676427.6883442,700,92.28541564941406
1686676703.1055253,720,92.22708129882812
1686676978.287025,740,92.22916412353516
1686677253.5242152,760,92.2125015258789
1686677529.1968663,780,92.1875
1686677804.9682193,800,92.20207977294922
1686678080.7491903,820,92.28958129882812
1686678356.7233007,840,92.27083587646484
1686678633.1294549,860,92.27083587646484
1686678908.3927307,880,92.28958129882812
1686679184.1299593,900,92.30000305175781
1686679460.3788903,920,92.28541564941406
1686679736.077076,940,92.27291870117188
1686680012.7464619,960,92.26667022705078
1686680289.130819,980,92.27916717529297
1686680565.5903883,1000,92.34375
1686680842.4568903,1020,92.31041717529297
1686681118.953277,1040,92.32707977294922
1686681394.9709291,1060,92.3187484741211
1686681672.2568123,1080,92.24791717529297
1686681949.0311828,1100,92.25
1686682225.2799063,1120,92.23332977294922
1686682501.4745715,1140,92.29582977294922
1686682778.0410037,1160,92.22291564941406
1686683053.4525545,1180,92.22916412353516
1686683328.9331326,1200,92.26667022705078
1686683605.0242875,1220,92.25
1686683879.9572532,1240,92.2437515258789
1686684155.528875,1260,92.23542022705078
1686684430.7085428,1280,92.26875305175781
1686684705.2449057,1300,92.22708129882812
1686684981.2821615,1320,92.19791412353516
1686685257.8129191,1340,92.21458435058594
1686685534.3490655,1360,92.20625305175781
1686685809.9217153,1380,92.21458435058594
1686686085.9472058,1400,92.20417022705078
1686686361.7754436,1420,92.22083282470703
1686686609.4014645,1440,92.22083282470703
1686686834.5259907,1460,92.21458435058594
1686687059.515097,1480,92.24166870117188
1686687284.5389543,1500,92.21875
1686687481.827962,1520,92.22291564941406
1686687664.5481575,1540,92.22916412353516
1686687847.1874692,1560,92.22916412353516
